Name;ANTSRO030_2DAH;ANTSRO030_2DAH;ANTSRO030_2DAH;ANTSRO030_2DAH;ANTSRO030_2DAH;ANTSNC003_2DAH;ANTSNC003_2DAH;ANTSNC003_2DAH;ANTSNC003_2DAH;ANTSNC003_2DAH;91400071_2DAH;91400071_2DAH;91400071_2DAH;91400071_2DAH;91400071_2DAH;91400035_2DAH;91400035_2DAH;91400035_2DAH;91400035_2DAH;91400035_2DAH;NDSCAR038_2DAH;NDSCAR038_2DAH;NDSCAR038_2DAH;NDSCAR038_2DAH;NDSCAR038_2DAH;ANTSRO029_2DAH;ANTSRO029_2DAH;ANTSRO029_2DAH;ANTSRO029_2DAH;ANTSRO029_2DAH;91400028_2DAH;91400028_2DAH;91400028_2DAH;91400028_2DAH;91400028_2DAH;ANTSON013_2DAH;ANTSON013_2DAH;ANTSON013_2DAH;ANTSON013_2DAH;ANTSON013_2DAH;91400070_2DAH;91400070_2DAH;91400070_2DAH;91400070_2DAH;91400070_2DAH;CUNSBR048_2DAH;CUNSBR048_2DAH;CUNSBR048_2DAH;CUNSBR048_2DAH;CUNSBR048_2DAH;ANTSRO030_4DAH;ANTSRO030_4DAH;ANTSRO030_4DAH;ANTSRO030_4DAH;ANTSRO030_4DAH;ANTSNC003_2DAH;ANTSNC003_4DAH;ANTSNC003_4DAH;ANTSNC003_4DAH;ANTSNC003_4DAH;91400071_4DAH;91400071_4DAH;91400071_4DAH;91400071_4DAH;91400071_4DAH;91400035_4DAH;91400035_4DAH;91400035_4DAH;91400035_4DAH;91400035_4DAH;NDSCAR038_4DAH;NDSCAR038_4DAH;NDSCAR038_4DAH;NDSCAR038_4DAH;NDSCAR038_4DAH;ANTSRO029_4DAH;ANTSRO029_4DAH;ANTSRO029_4DAH;ANTSRO029_4DAH;ANTSRO029_4DAH;91400028_4DAH;91400028_4DAH;91400028_4DAH;91400028_4DAH;91400028_4DAH;ANTSON013_4DAH;ANTSON013_4DAH;ANTSON013_4DAH;ANTSON013_4DAH;ANTSON013_4DAH;91400070_4DAH;91400070_4DAH;91400070_4DAH;91400070_4DAH;91400070_4DAH;CUNSBR048_4DAH;CUNSBR048_4DAH;CUNSBR048_4DAH;CUNSBR048_4DAH;CUNSBR048_4DAH
Caffeic acid;0.010742427;0.006911823;0.00789504;0.008592623;0.00824418;0.004060806;0.009372777;0.005081403;0.001805099;0.003161144;0.007417975;0.003525625;0.008340225;0.004055381;0.007121748;0.006763438;0.002469442;0.007010963;0.007520455;0.007580342;0.004541501;0.006557536;0.003119353;0.0014742;0.002371112;0.003165028;0.003218756;0.003374048;0.004559957;0.002521889;0.002656532;0.002826437;0.000257027;0.002251249;0.003026744;0.00257539;0.008953927;0.000816384;0.001015148;0.001881481;0.001639026;0.001147765;0.001012418;0.000582181;0.001827402;0.00120353;0.001184507;0.001776873;0.000521703;0.00073312;0.001039077;0.009262934;0.004303778;0.002318595;0.000934373;0.002006519;0.003828366;0.005056133;0.002134267;0.007826196;0.022483649;0.005810627;0.002903734;0;0;0.002244334;0.003967177;0.004699681;0.008273216;0.005349413;0.009160979;0.003803198;0.005759873;0.007516361;0.017722478;0.002614627;0.165370937;0.120115307;0.00141487;0.007854861;0.001800598;0.002539011;0.001543074;0.026671997;0.000617698;0.004971214;0.002440049;0.001928607;0.001711028;0.001861208;0.009705089;0.001311926;0.001489997;0.001106225;0.000890868;0.002304317;0.001557147;0.004108296;0.003409026;0.003942741
Morin;0.1945314;0.19719613;0.126713009;0.181343817;0.181279473;0.266836931;0.243370874;0.250523094;0.253979787;0.254501227;0.206959437;0.168953652;0.150348017;0.156566759;0.184277103;0.21483394;0.279807015;0.287598529;0.245283825;0.147458032;0.216636173;0.206072635;0.186979258;0.154990867;0.195255124;0.190431633;0.211020704;0.175685784;0.1583165;0.188861583;0.112240577;0.143586083;0.08642459;0.085057673;0.071730954;0.16594388;0.198395356;0.204813829;0.161540128;0.152326994;0.092060965;0.102840559;0.105890106;0.101599805;0.093767701;0.110522214;0.111695212;0.131542789;0.082752303;0.081840657;0.103082012;0.204354323;0.217083601;0.158363556;0.171534582;0.278260538;0.225875929;0.294861661;0.298943667;0.2596062;0.18779952;0.194613159;0.232483755;0.181033991;0.251745468;0.256697411;0.195749515;0.279525363;0.209751153;0.239244966;0.302136763;0.201727708;0.243173787;0.276143279;0.173664183;0.202248411;0.167582873;0.177932355;0.245196127;0.218127623;0.077106416;0.076539416;0.087615552;0.14393692;0.074256886;0.083730554;0.10767443;0.104057976;0.071204465;0.089778538;0.078083491;0.093838107;0.081242817;0.106602419;0.071049821;0.079493972;0.081539611;0.074707366;0.066303301;0.06965355
Phloretin;0.000346079;0.000313469;0.000224769;0.000457414;0.000463994;0.000533132;0.000540394;0.000674406;0.001095186;0.001228457;0.000281324;0.000776121;0.000587734;0.000931723;0.000725399;0.000733962;0.000785745;0.00163598;0.001044795;0.00162642;0.003742133;0.000927306;0.003516813;0.001424162;0.00333768;0.004179663;0.003246481;0.004945783;0.00285555;0.003141199;0.000630492;0.000629743;0.000647309;0.001033782;0.000627744;0.001770271;0.0008554;0.001629136;0.001512365;0.000838279;0.000734805;0.000910573;0.001117341;0.001147868;0.000581326;0.001043784;0.001321305;0.000999469;0.001463485;0.00137853;0.001354788;0.00289523;0.001728939;0.001663461;0.002793226;0.002362833;0.00104431;0.000905563;0.002594121;0.001485518;0.000444141;0.000680899;0.001058048;0.00116574;0.001940934;0.003684927;0.002040711;0.002198884;0.001656328;0.002408675;0.004260895;0.001656892;0.003493565;0.00471097;0.000961734;0.003415817;0.002132963;0.002139596;0.00496347;0.005595586;0.000718714;0.000459703;0.00074503;0.002163722;0.000778154;0.001335743;0.001039081;0.000728737;0.000493678;0.000664055;0.000571971;0.001660247;0.000956181;0.001685394;0.000817487;0.001491231;0.001431942;0.00095296;0.000955146;0.000825714
p-Coumaric;0.110877216;0.102754425;0.079972532;0.107497118;0.11496694;0.079946869;0.079574007;0.058519812;0.060773449;0.05061953;0.04330594;0.055196112;0.122044745;0.080929618;0.058040761;0.097196367;0.017225843;0.066205956;0.060505752;0.071604641;0.048669797;0.192857895;0.071575609;0.048995362;0.0682076;0.109583342;0.097201782;0.107373349;0.229442631;0.155319274;0.044085586;0.05003269;0.033989504;0.050147743;0.070161314;0.118619103;0.140602277;0.043399438;0.018030492;0.047188581;0.040860368;0.01841278;0.022566539;0.018793154;0.08610261;0.027498791;0.01470897;0.055430383;0.01263709;0.01265457;0.019038343;0.019374766;0.029021335;0.031250486;0.031789584;0.074427601;0.143486719;0.052947148;0.016003534;0.085398609;0.080319456;0.038987735;0.023155977;0.088059849;0.019988899;0.02564144;0.021205042;0.034112592;0.013669404;0.045334662;0.015672179;0.007321744;0.110488689;0.015617121;0.040731082;0.010055744;0.010639117;0.011014295;0.019025087;0.030121601;0.004336014;0.001986387;0.015996903;0.027659723;0.005422895;0.002243262;0.002173165;0.002633041;0.002675851;0.002052897;0.004187453;0.009987261;0.005307684;0.006832513;0.001741274;0.003905615;0.003960093;0.002907091;0.003536771;0.002283611
Catechol;0;0;0.000354609;0;0;0.0001718;0;0;0;0;0;0.000317297;0;0;0;0;0;0;0;0;0;0;0.003420875;0.000765416;0.004320914;0.000240517;0.001743002;0;0;0;1.93E-05;2.35E-05;0;0;0;0;0.000151452;0.000578772;0.003490237;0.00013765;4.42E-05;0.000113124;2.57E-05;0;0;0;0.000187581;0;0.000137371;0.00020823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000819564;0;0;0;0.002057823;0.000761938;0.000994852;0.002196451;0.000262901;0.002499885;0.005450216;9.15E-05;0;3.97E-05;0.025737063;0.009549861;0.002603655;0.007638644;0.006503625;0.001185006;0.001242944;0.000121618;0.000512135;0.001917225;0.000597405;0.000541538;0.001165911;0.00036518;0.001202212
Polydatin;0.00032307;0.000397107;0.00011002;0.000298344;0.000431342;0.000222669;0.000230256;0;0;0.000206975;0.000373824;0.000741462;0.001109497;0.001128292;0.000599653;0.000484616;9.03E-05;0.000675473;0.000403616;0.000309582;0.000739266;0.000753404;0.000671402;0.000362497;0.000549239;0.000655436;0.000546098;0.000664739;0.000772252;0.001047757;0.000686296;0.001530722;0.001456895;0.001736221;0.002495217;0.003157793;0.001681;0.001590745;0.001028688;0.001500396;0.001234535;0.001142046;0.001055214;0.001236619;0.001751643;0.001276894;0.001115137;0.001786604;0.001029533;0.001003248;0.000169783;0.000445243;0.000362283;0.000253175;0.000259165;0.000163092;0.00010617;9.92E-05;0.00012936;0.000437737;0.000754697;0.00103226;0.000718187;0.000960611;0.000331058;0.000370337;0.000198584;0.000172671;0.000171183;0.000269949;0.001127875;0.000228545;0.000631355;0.001150463;0.001003351;0.000449737;0.000326422;0.000367282;0.000451057;0.000359255;0.000827859;0.000750193;0.00083864;0.001157462;0.000751986;0.000669719;0.000814887;0.000822266;0.000696146;0.00070133;0.00087096;0.000815039;0.000586819;0.000971538;0.000750507;0.000966763;0.001005778;0.000778548;0.000435955;0.000650688
Sinapic acid;0.008837096;0.008753148;0.007510903;0.009470871;0.011259617;0.002103808;0.001038606;0.002039348;0.001085163;0.001271871;0.001072299;0.000985975;0.002434743;0.001900781;0.00127128;0.002373424;0.000560942;0.001439833;0.001989091;0.004297764;0.002970912;0.002114339;0.000443294;0.000447543;0.000504767;0.010283623;0.002299103;0.005126033;0.001541206;0.010219093;0.002051734;0.000609244;0.000212354;0.001374694;0.000396084;0.000603451;0.000468502;0.000374334;0.000107637;0.00048345;0.000212101;0.000385253;0.000573813;0.000386248;0.001207492;0.000774363;0.000581445;0.000708176;0.000420707;0.000360055;0.00058985;0.002186325;0.000798192;0.000802494;0.00146531;0.000687838;0.000892049;0.001515184;0.000416527;0.001464165;0.00088523;0.000843217;0.000513303;0.001811414;0.000385957;0.000704754;0.000326717;0.000706344;0.000621208;0.000763334;0.000916159;0.000281427;0.003742114;0.000870233;0.000759215;0.001217911;0.001664079;0.001543549;0.005312161;0.00205968;0.000145118;9.24E-05;0.000285039;0.000425576;0.000184351;0.000138127;0.000148379;0.000195169;6.46E-05;8.84E-05;0.000221098;0.000316076;0.000187505;0.000478574;0.000339447;0.000240258;0.0002541;0.000147507;8.28E-05;0.000118397
Luteolin;0.000305689;0.000301307;0.000218023;0.000206672;0.000220484;0.000516259;0.000380683;0.000210288;0.000337546;0.000400143;0.000649894;0.000800802;0.000226319;0.000131965;0.000315543;0.000386605;0.001504017;0.000805811;0.001216013;0.001197011;0.000687474;0.000441983;0.000682342;0.000825308;0.000688269;0.000548153;0.000620445;0.000553397;0.000205891;0.000298505;0.000621278;0.000669597;0.000513686;0.000456898;0.000346286;0.000636804;0.00091658;0.001275582;0.001499306;0.001244479;0.000648255;0.000794028;0.000671619;0.000808026;0.000374292;0.001049332;0.001120131;0.00091873;0.001022984;0.001050094;0.001366917;0.001013385;0.001720937;0.001178016;0.001030851;0.00765267;0.000253965;0.000479128;0.001427431;0.000693015;0;0.000379513;0.000318384;0.000164873;0.000213783;0.001153957;0.00275733;0.001394163;0.001533251;0.001619181;0.000616323;0.000997528;0.000251825;0.00034261;0.000137371;0.001660238;0.001256768;0.001260838;0.001753614;0.001066027;0.001884197;0.002256936;0.001969885;0.001287926;0.001636145;0.001673081;0.002147272;0.002554272;0.001342239;0.002056155;0.001758671;0.001435496;0.001564464;0.001365687;0.001410289;0.001812515;0.00173492;0.001916683;0.001404014;0.0014759
"2;3;4-THB acid";0.001583881;0.001611238;0.001129981;0.00192391;0.002328782;0.001915225;0.00170246;0.0026523;0.000821392;0.00144604;0.00136397;0.001607174;0.004524984;0.000756112;0.001513794;0.005053917;0.000953386;0.003517162;0.002437572;0.005826833;0.003551963;0.003587662;0.001444983;0.001294348;0.001416803;0.001571014;0.001295641;0.0015062;0.00326755;0.001017012;0.000291088;0.000935091;0.000571093;0.001272425;0.001480246;0.00261584;0.002307159;0.000662159;0.000547972;0.000971164;0.000627254;0.000348388;0.000254501;0.000269673;0.000868865;0.000283706;0.000346103;0.000585613;0.000379051;0.000235689;0.001020831;0.000665024;0.000459734;0.000742367;0.000915734;0.003374279;0.004434126;0.000708295;0.000248174;0.002410231;0.007575472;0.005569446;0.001041313;0.003429194;0.002798827;0.003395347;0.002634177;0.005026173;0.000743592;0.005596612;0.004610888;0.001837393;0.003468527;0.004759335;0.008901123;0.001180367;0.000728515;0.0007201;0.001615973;0.000515937;0.000207895;0.000488019;0.000128462;0.001022839;0.000476304;0.00042364;0.000556363;0.000715098;0.000312717;0.000519806;0.000202195;0.0004495;0.000400856;0.00068368;0.000174759;0.000313195;0.000301172;0.000243416;0.000387075;0.000269945
Acetylphloroglucinol;0.000200755;0.000403294;0.000364011;0.000369996;0.000624152;0.000121017;0;0;0;0.000126228;0;6.70E-05;0.000545236;0.000344866;0.000146169;0;5.21E-05;0.000316562;0.00015595;0.000361198;0.000437347;0;0.000208218;0;0.000243552;0.0004259;0.000306367;0.000444879;0.000444023;0.000474281;0.000126345;0.000187294;0.000104943;0.000216346;4.81E-05;0.000307316;0.0001864;0.000616405;0.000521623;0.000322686;8.33E-05;0.000325515;0.000105603;0.000252621;0.000105154;0.000236454;0.000347794;0.000279977;0.00021898;0.000198376;0.000268868;0.000770509;0.000511812;0.000419231;0.000436707;0.000135094;0.000272187;9.51E-05;0.000218428;0;0;0;0.000340579;0.000330329;0.000322646;0.000393802;0.000170679;0.000243922;4.99E-05;0.000165957;0;0.000161882;0.000470774;0.000472176;0.000133531;0.000375911;0.000280383;0.000288916;0.000494757;0.000481489;0.000618973;0.000671859;0.00049229;0.000302377;0.000343064;0.001362329;0.000895696;0.000752523;0.000697613;0.000570539;0.000364976;0.0003289;0.000467185;0.000268066;0.000341176;0.000361445;0.000354967;0.000399654;0.000259087;0.000302024
Apigenin;0.00024398;0.000360937;0.000188718;0.000117394;0.000115891;0.000195359;0.000146165;0.00014928;8.30E-05;0.000214326;0.000691048;0.000291422;0;0;0.000496216;5.34E-05;6.18E-05;3.63E-05;0;0.000101428;0.000558106;8.94E-05;0.000258553;0.000520783;0.000328541;0.00065063;0.000512025;0.000511799;0.000268799;0.000354248;0;0;1.28E-05;1.01E-05;0;1.27E-05;3.53E-05;3.85E-05;0.000101124;5.95E-05;2.71E-05;2.87E-05;3.67E-05;3.19E-05;0;3.50E-05;8.47E-05;4.70E-05;7.01E-05;5.15E-05;0.0003821;0.000442579;0.000496307;0.000456773;0.000475253;0.000588488;0.000126617;0.000204529;0.00048892;0.000116352;0.000271705;0;0.00048077;0.000157603;0.000466206;0.000554825;9.91E-05;5.83E-05;4.04E-05;2.81E-05;0.00017059;0.000482243;0.000154903;0.00025353;0;0.000615378;0.000400913;0.000485274;0.000912005;0.000579803;6.34E-05;6.42E-05;6.72E-05;4.49E-05;5.78E-05;7.93E-05;7.53E-05;8.54E-05;5.66E-05;7.30E-05;6.71E-05;7.01E-05;8.63E-05;5.07E-05;5.58E-05;8.74E-05;8.04E-05;7.04E-05;9.17E-05;6.37E-05
Chlorogenic acid;0.007882389;0.010550031;0.283581683;0.044442217;0.012998652;0.001236466;0.000966246;0.000416102;0.000704854;0.000679267;0.000818136;0.00107202;0.005231044;0.001018316;0.00184032;0.006204068;0.001867919;0.001200073;0.000479988;0.003772719;0.00095668;0.00492861;0.001075621;0.000352706;0.000920068;0.001223193;0.001153196;0.000369665;2.37E-05;0.000359381;0.000181866;0.000836468;6.22E-05;0.000146622;0.000221134;0.000765254;0.000450995;7.29E-05;6.00E-05;7.35E-05;0.000407041;3.01E-05;6.02E-05;0.000119422;0.000122684;0.000196601;0.000273152;7.03E-05;0;0;0;0;0.000188738;0;0.00022945;0.000781817;0.000935944;0.000226915;4.36E-05;0.00046527;0.002918605;0.000511333;0.000496451;0.001179309;0.000117484;0.000260554;0.000162432;0.000138922;0.00027496;0.000268785;0.000205967;0;0.000298278;0.000357631;0.000801329;7.87E-05;0.000183689;0.000221011;0.000300781;0.00011313;6.86E-05;8.91E-05;0.000176537;4.41E-05;0;0;0.000192585;7.84E-05;0;0.000279138;0;4.67E-05;2.62E-05;2.67E-05;0;4.49E-05;0.000125383;8.51E-05;3.36E-05;0
4-Acetocatechol;0.001905427;0.001156968;0.003937105;0.00162782;0.002188669;0.004727781;0.002445408;0.004965137;0.00288514;0.003012625;0.001767917;0.001348347;0.005683212;0.0022248;0.001352309;0.002904004;0.000740509;0.000936154;0.001764246;0.002486626;0.002010752;0.002396294;0.001158904;0.000286396;0.001225252;0.000767486;0.000817847;0.000814823;0.001132122;0.001608077;0.000570511;0.000251177;0.00045874;0.000369461;0.000268957;0.000668283;0.000571528;0.000473991;0.000494725;0.000348596;0.000361648;0.000453616;0.000211962;0.000274969;0.000280713;0.000324697;0.000463281;0.000357542;0.000209316;0.000288127;0.000225912;0.000314304;0.000278433;0.000190411;0.000181154;0.001031565;0.000736175;0.001753844;0.000602892;0.001019024;0.001841723;0.001639139;0.000484596;0.000980097;0.000720388;0.000365789;0.000491039;0.000532717;0.000364369;0.000381146;0.00037806;0.000334672;0.00138137;0.000652692;0.001309019;0.000667475;0.000344735;0.000264464;0.000642791;0.000444975;0.001335371;0.001653562;0.001590251;0.000859917;0.00101162;0.00237249;0.001429405;0.001347754;0.001610257;0.001223093;0.001026976;0.000481515;0.000968462;0.000469131;0.000822243;0.001205944;0.001000222;0.001843343;0.000955898;0.001619779
Gallic acid;0.000310028;0.00026841;0.000209832;0.000301192;0;0.000447522;0.000486959;0.000274419;0;0.000171933;0.000315056;0.000230186;0;0.000102252;0.000210001;0.000919577;0.000199005;0.000711147;0.000538678;0.00078469;0.000459255;0.000309131;8.48E-05;4.53E-05;9.81E-05;0.00014475;9.22E-05;0;0;7.93E-05;2.91E-05;5.31E-05;4.99E-05;8.72E-05;0.000117368;0.00021393;0.000313575;3.84E-05;5.31E-05;7.74E-05;6.00E-05;3.28E-05;2.78E-05;2.62E-05;5.70E-05;3.44E-05;4.26E-05;6.28E-05;2.75E-05;1.99E-05;4.45E-05;3.80E-05;3.27E-05;0;0;0.000203842;0.000335191;0;4.47E-05;0.000188966;0.000431168;0.000286043;0;0.000283906;0.000198094;0.000182874;0.000174758;0;0.000106015;0.000219637;0.000255955;7.56E-05;0.000250507;0;0.000395812;0.00010765;3.91E-05;3.71E-05;0.000108099;0.002029975;2.33E-05;2.13E-05;1.97E-05;6.03E-05;2.99E-05;5.13E-05;3.57E-05;3.14E-05;3.05E-05;0;0;3.32E-05;1.99E-05;4.40E-05;1.37E-05;4.05E-05;3.14E-05;3.17E-05;0;1.57E-05
(+)-Catechin (Hydrate);9.70E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000533219;0;0.000249713;0;0;0.00015315;0;0;0;0;0;0.000300788;0;1.92E-05;5.13E-05;0;9.52E-05;0;5.00E-05;6.35E-05;0;0;0;4.07E-05;0;0;0;2.48E-05;2.92E-05;0;0;2.61E-05;4.31E-05;0;0;0;5.75E-05;0.000125567;0.000639252;0.000248689;0.000193356;0;0;0;0;0;0;0;0;0;0;0;6.19E-05;0;0;0;0;0;0;0;0;0.000708459;0.000330934;0.000358153;0.000141907;6.28E-05;0.000112826;0.000180009;5.37E-05;8.31E-05;6.56E-05;0.000502757;0.000309245;0.000511845;0.000134269;0.00023855;0.000300561;8.25E-05;0.000103308;0;0.000106068;9.12E-05;0.000111787;0.000174533;8.83E-05;0.000134196
Syringic acid;0.000370335;0.00044502;0.000271462;0.000449696;0.000553522;0.00015936;9.94E-05;0.000302008;0;0.000167859;0.000119653;5.36E-05;0.000169988;8.56E-05;0.000185716;0.000210037;0;0;0;0.000187149;0.000154466;0.000182437;5.28E-05;0;8.72E-05;0.000387842;0.000120656;0.000356611;0.000208114;0.000355899;0.000113421;4.34E-05;4.94E-05;0;2.55E-05;7.27E-05;4.81E-05;4.75E-05;2.17E-05;2.23E-05;1.49E-05;0;1.00E-05;1.22E-05;1.45E-05;0;1.70E-05;1.21E-05;0;1.38E-05;0.000164859;0.000270088;0.000182511;0.000173711;0.000349741;0.00019632;0.000233234;0.00020589;7.42E-05;0.000222027;0;0.000124287;1.64E-05;0.000215584;0;6.64E-05;0;7.40E-05;7.16E-05;9.72E-05;0;3.05E-05;0.000430588;2.89E-05;0.000106914;0.000198036;0.000171333;0.0001959;0.00031775;0.000241994;3.56E-05;6.06E-05;4.52E-05;2.82E-05;1.56E-05;5.12E-05;4.27E-05;4.56E-05;4.96E-05;3.65E-05;3.71E-05;1.72E-05;2.17E-05;2.66E-05;3.70E-05;2.21E-05;1.76E-05;3.34E-05;1.64E-05;3.31E-05
Isoliquiritigenin;4.08E-05;2.88E-05;0;1.85E-05;4.87E-05;0;3.57E-05;6.42E-05;0;4.74E-05;0.000163718;0.000304741;0.000233513;0.000185086;0.000150942;2.30E-05;2.46E-05;0;0;4.64E-05;0;5.11E-05;6.94E-05;5.86E-05;8.89E-05;4.87E-05;3.45E-05;0;3.42E-05;5.33E-05;2.79E-05;5.04E-05;4.12E-05;5.23E-05;4.68E-05;7.50E-05;9.36E-05;8.28E-05;5.90E-05;4.65E-05;7.60E-05;5.39E-05;4.61E-05;6.20E-05;4.97E-05;5.56E-05;7.02E-05;6.74E-05;5.78E-05;5.21E-05;2.35E-05;2.39E-05;4.11E-05;2.00E-05;2.50E-05;4.26E-05;4.60E-05;1.99E-05;5.64E-05;4.40E-05;0;0.000125135;9.85E-05;7.15E-05;8.57E-05;5.21E-05;3.13E-05;3.20E-05;5.57E-06;1.71E-05;6.24E-05;5.34E-05;2.45E-05;1.76E-05;0;4.46E-05;3.72E-05;3.26E-05;5.37E-05;2.73E-05;4.65E-05;5.10E-05;4.54E-05;5.90E-05;3.99E-05;7.12E-05;6.04E-05;5.85E-05;3.91E-05;4.47E-05;6.81E-05;6.56E-05;6.46E-05;5.59E-05;5.66E-05;7.84E-05;7.66E-05;7.63E-05;8.20E-05;6.04E-05
(Isomer 2,3-/2,4-/2,6-)DHB acid;0.000835114;0.000781997;0.000800411;0.000719777;0.001231128;0;0.002893225;0.00205179;0;0.000915656;0;0;0.002512144;0.001801259;0.001340588;0.002551854;0.000574431;0.002753044;0.003113637;0.005136327;0.001962741;0.002767787;0.003518823;0;0.003174812;0.004366463;0;0.001463088;0.000605027;0;0.002190554;0.001014048;0.000304399;0.001657602;0.000529593;0.004504948;0.010644601;0.002100446;0.00166567;0.001901572;0.000428589;0.00059145;0.000317743;0.0002729;0.000751055;0.00054797;0.000590499;0.00055189;0.000384483;0.000331803;0;0;0;0;0;0.001041464;0.00054291;0;0.000165623;0.001482022;0;0;0;0.002102732;0.000597013;0.000530326;0.001033683;0.002961332;0.000518006;0;0;0;0;0;0;0.010745289;0;0;0.000907585;0.000583965;0.00091764;0.000595218;0;0.001374634;0.000954484;0.001166077;0.001136354;0.001623313;0;0.000842427;0;0.002440811;0.000574221;0.001362478;0.000133239;0.000767016;0.000836882;0.000542102;0.001169659;0.000465358
Diosmetin;0.000109306;0.000122644;0;0;0;0.000331525;6.15E-05;0;0;0.000103582;0.000183576;0;0.00014829;0;0;0.000755293;0.000462999;0.000547447;0.000662389;0.000908841;0.000329527;0.000349805;0.000120845;0.000133222;0.000163429;0;0;0;3.73E-06;0;0.000449883;0.000148242;0.000126801;0.000110783;0.000102229;0.000269323;0.00049071;0.000324607;0.000281371;0.000220754;0.000147098;0.000225972;0.000159798;0.000181207;0.00010685;0.000163446;0.000178804;0.000237099;0.000133781;0.000112103;0;0;4.86E-05;2.67E-05;0;0.000889083;0.000103803;9.27E-05;0;0.000572738;0.000148205;0;0;0;0;0;0.000501674;0.000422275;0.000338485;0.000474092;0.000121685;0.000146972;0;8.30E-05;5.12E-05;0;2.08E-06;0;0.000189744;0;0.00017734;0.00018686;0.000193182;0.000288307;0.000154779;0.000148711;0.000234333;0.000195979;0.000136208;0.000193542;0.000167504;0.000199639;0.000148978;0.000135263;0.000145343;0.000187344;0.000190719;0.000187813;0.000148331;0.000147956
Salicylic acid;0.00285516;0.00396994;0.001111907;0.000894057;0.001784335;0.0019914;0.002381696;0.000894392;0.001039492;0.000836777;0.004253022;0.005059768;0.004201356;0.000521388;0.002718784;0.003607819;0.001932877;0.002157862;0.001353365;0.003401678;0.001110273;0.000652009;0.000381635;0.000205102;0.000258258;0.000599881;0.000510857;0.000408129;0.00119425;0.000299604;0.001328611;0.000634469;0.000360423;0.001120122;0.000326084;0.002850334;0.004624967;0.0009534;0.000532395;0.000351383;0.00052401;0.000393913;0.000220034;0.00030789;0.000167753;0.000401526;0.000517154;0.000636434;0.000123101;0.000125389;0.000348864;0.000336653;0.000287479;7.30E-05;8.24E-05;0.00068081;0.001180967;0.002537244;0.000203845;0.000973514;0.005490309;0.00195771;0.000807853;0.00330843;0.000804432;0.000390608;0.000764532;0.00088475;0.000608222;0.001007059;0.001270299;0.00028055;0.000787901;0.00070407;0.002971776;0.000689825;0.000424926;0.000332516;0.000523595;8.08E-05;0.000289992;0.00023266;0.000152059;0.000328986;0.000456469;0.0008335;0.000170295;0.000108884;0.000152928;0.000110753;8.12E-05;0.000508974;0.000150608;0.000243441;6.61E-05;0.000454446;0.000269542;0.00012115;0.000340029;0.00010754
Myricetin;0;0;0;0;0;0;0.000151643;0.00018154;0;0;0;7.92E-05;0;8.66E-05;0;0;0.000189181;0;0;0;7.75E-05;0;0.00019659;7.34E-05;0;0;0;9.84E-05;0;0;0;0;0.000496572;0;0;0;0.000184068;0;0;0.000451637;0.001270345;0.001059053;0.001114032;0.000938378;0.000412238;0.00101697;0.001055365;0.000115706;0;0.000747753;0.000276849;0;0;0;0.000129438;0;0;0;3.79E-05;6.37E-05;0.000230443;9.61E-05;0;0;5.13E-05;0;0;0.000138846;0.000188062;9.54E-05;0;0;0;9.13E-05;0.000139166;0;0;0;0;0.000109;0.000516959;0.000510164;0.000747234;0.000272986;0.000559922;0.000606571;0.000646121;0.000452113;0.000257665;0.000301671;0.000731916;0.000397266;0.000503794;0.000551011;0.000693349;0.000894004;0.000769011;0.001193768;0.00033407;0.000675207
Rosmarinic acid;0;1.13E-05;0;1.95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.83E-05;0;1.33E-06;4.10E-05;1.22E-05;1.35E-06;6.63E-06;0;3.24E-06;0;0;0;0;0;3.76E-05;4.86E-05;0.000120584;1.91E-05;0;0;1.27E-05;1.23E-05;0;7.07E-05;4.82E-05;0.000105481;0.000135096;4.16E-05;0.001986508;4.34E-05;2.56E-05;4.05E-05;0;0;0;0;0;0;0;2.39E-06;0;0;0;0;0;1.35E-05;0;8.74E-06;6.69E-07;0;3.99E-06;6.65E-06;0;7.48E-06;0;0;4.56E-06;0;0;1.52E-05;0;0;6.35E-06;0;2.97E-06;0;0;1.24E-05;0;9.06E-06;0;3.37E-06;0;0;5.79E-06;0;4.18E-06;1.05E-05;1.03E-05;0;0;0
